,A,AES,ADBE,AET,ACE,AGN,AME,AAPL,AIV,AN,ACN,BAX,BK,AXP,AMAT,AEE,BAC,AIG,ADSK,BCR,ALLE,AVGO,AZO,AON,AIZ,GAS,AMG,BMS,BBBY,AMP,AMT,AFL,BHI,ADT,ABC,AA,ADS,ADP,AEP,BBT,AMGN,ABBV,ABT,ALXN,AMZN,ADM,BDX,ADI,AKAM,ALL,AVY,BLL,MO,MMM,APH,AVB,ARG,APC,APA,ALTR,APD,T
ABBV,0.863787158496,0.668187187891,0.725896703323,0.953123200082,0.93595319601,0.843632857311,0.785991285802,0.942477778259,0.770362153796,0.898065616522,0.918991397091,0.90688239669,0.88573037849,0.868216519009,0.865318340269,0.578550966707,0.797569075162,0.908849242211,0.793754976942,0.513318435388,0.873658839548,0.855299165727,0.825585781951,0.851437008714,0.860943334087,0.957827730816,0.91752799811,0.776124454447,0.684402696686,0.964507287945,0.793481769001,0.959058940676,0.654491525501,0.795801459836,0.824757522204,0.461782627755,0.796282321939,0.965706304975,0.864387834796,0.70369169795,0.916730048547,1.0,0.858815593509,0.8194458148,0.841143409223,0.783286152787,0.751953002103,0.581828039554,0.763164891659,0.946971338541,0.948120116989,0.918566762686,0.926136410798,0.840475121663,0.901409141517,0.681825085961,0.596606474685,0.872576590865,0.414511676902,0.876727279705,0.908943498124,0.908904064651
ABT,0.876879542487,0.699321982314,0.588042413794,0.806551961581,0.915436202057,0.857144916638,0.886520278889,0.889537741988,0.820192836789,0.87581421967,0.829615986739,0.864907991194,0.932400899482,0.935316072869,0.86416389709,0.794609803167,0.898413211039,0.922296931287,0.763812257188,0.731742079399,0.869974443296,0.810535272123,0.864369240127,0.89525216246,0.792842396106,0.905336435561,0.82422096104,0.800662540822,0.644359743932,0.877558543399,0.897391837078,0.902036344567,0.661325839121,0.860521288001,0.846208239752,0.589314572843,0.921556719239,0.862893679241,0.891450660827,0.871277143676,0.873276612677,0.858815593509,1.0,0.751909908535,0.875843945358,0.883593790851,0.837033904003,0.735445999446,0.784262068304,0.894763500885,0.899809794397,0.7740257193,0.826020312887,0.908933101989,0.82845720405,0.792257817183,0.758689230144,0.82545282478,0.583171826705,0.860686812907,0.82744005424,0.929333644799
ALXN,0.783742742842,0.576531808333,0.42118963222,0.786418958563,0.770455448616,0.801854456259,0.651454648779,0.782390427566,0.585306023076,0.741493057304,0.64532473852,0.810241441458,0.714301866234,0.710434053061,0.712645885749,0.49221732543,0.691049290724,0.767145891497,0.562979735331,0.532055809887,0.672434443597,0.746911045671,0.66947996081,0.639915484969,0.710767765,0.805002298763,0.744785588827,0.610620316712,0.44427151385,0.796276713401,0.623007923773,0.779355172205,0.591499314129,0.604450594787,0.823926388363,0.276381899069,0.682128666159,0.772634320443,0.629206690429,0.578049017287,0.857989885199,0.8194458148,0.751909908535,1.0,0.705287359804,0.648154696767,0.77691479993,0.602935193414,0.54753002648,0.745671375908,0.794285098445,0.739232245798,0.702243220379,0.741927326639,0.780221905693,0.501252395601,0.436350973897,0.713054607199,0.402952462535,0.815440794292,0.744862331655,0.746251225226
AMZN,0.846360484292,0.609179226425,0.658463307115,0.829843907979,0.857513393806,0.771182858437,0.834027775729,0.899357588904,0.665738655973,0.890172673072,0.854632060595,0.866943060522,0.912522306836,0.882838450611,0.843011385081,0.679128683639,0.895850452469,0.924067515373,0.674210151412,0.705384987887,0.86892075754,0.8346261929,0.797210091112,0.827296847855,0.843028367027,0.84072979294,0.791363881383,0.775858697175,0.596986899722,0.873480176486,0.786569938518,0.877250695842,0.567008645664,0.766033709231,0.726334568503,0.428604350811,0.836576794741,0.872263314214,0.856541189999,0.827639483484,0.883327694964,0.841143409223,0.875843945358,0.705287359804,1.0,0.783864366223,0.765215465974,0.707934764533,0.81457723421,0.873183066418,0.85692399946,0.799250612929,0.855063146226,0.895466839715,0.864053919801,0.667583539254,0.567270838418,0.732483412725,0.397423598357,0.849400186796,0.878250045822,0.913904701449
ADM,0.897452905212,0.650023874156,0.626533596085,0.732527435813,0.882999427533,0.741203836233,0.854114391037,0.855553620542,0.73165121089,0.790469172864,0.838992481144,0.827905763758,0.892334044819,0.918856015842,0.842559122437,0.714214858637,0.905554337673,0.872238305727,0.711554468745,0.763029526659,0.843932886378,0.83676144981,0.818536268231,0.872828208061,0.800576842166,0.798025777818,0.83824955851,0.781066050412,0.651633277389,0.843489381227,0.91631731986,0.877630185188,0.675393198135,0.803087478763,0.703919646462,0.568699013771,0.871316419885,0.802844582574,0.83648719362,0.893751762199,0.796170594632,0.783286152787,0.883593790851,0.648154696767,0.783864366223,1.0,0.86571907215,0.718660340911,0.802149519966,0.864176908941,0.82754217001,0.737303595395,0.806223211162,0.908547830243,0.797630656821,0.753623748742,0.755215307902,0.815031082027,0.644178540287,0.75455242882,0.814595280683,0.916370271605
BDX,0.862794188667,0.665698121737,0.452906505204,0.767937236947,0.818294316779,0.743004634621,0.804047933006,0.86625341933,0.688947096109,0.782392164242,0.708229959581,0.840688779445,0.851343059151,0.848913817309,0.779096436203,0.688127050371,0.874383365132,0.830681982747,0.605008342646,0.840443167021,0.811627526798,0.881338532048,0.772719985202,0.797860992622,0.813935444565,0.808965349351,0.838925108058,0.728566367192,0.573721210147,0.825900085059,0.789653739834,0.844649764907,0.576974536802,0.691041483161,0.82194087361,0.391907857166,0.8150121272,0.784657784666,0.789877839444,0.811155717619,0.758718506695,0.751953002103,0.837033904003,0.77691479993,0.765215465974,0.86571907215,1.0,0.718471367829,0.673099119351,0.794168899735,0.807075852332,0.72958008939,0.768001219628,0.846758635953,0.791277088747,0.675240624233,0.570679027685,0.775397796446,0.521661248711,0.814786103515,0.772723770957,0.863844983938
ADI,0.790554969204,0.536355602235,0.48144868324,0.5441327865,0.757656551919,0.63200708736,0.812296767003,0.687359049348,0.455626591851,0.552908611953,0.64148394166,0.666167215206,0.762999660192,0.706507602215,0.648188982546,0.499287140975,0.753122042287,0.786466177483,0.592807098603,0.661507505364,0.708375881059,0.705044356223,0.688091105313,0.755029217554,0.626179564762,0.657480881038,0.662901407057,0.669200690351,0.639080696295,0.63473500379,0.695734772114,0.657093935963,0.412810171121,0.737238093196,0.473485632794,0.392285468281,0.782077290965,0.628527415639,0.661872573643,0.691799830575,0.666644155016,0.581828039554,0.735445999446,0.602935193414,0.707934764533,0.718660340911,0.718471367829,1.0,0.709972817427,0.711830778457,0.644172631708,0.621345818944,0.628401321027,0.814317952571,0.657573029876,0.474938203635,0.593667225583,0.553976610942,0.395262271727,0.694500265908,0.61183506425,0.750854583289
AKAM,0.764885515543,0.613397515114,0.70006154829,0.738773870138,0.825931680637,0.686870336837,0.77027617638,0.846861508059,0.583791035888,0.699747481423,0.840868125714,0.819901985038,0.820140917915,0.809927702325,0.80444231229,0.478603383979,0.774669092473,0.8693555773,0.734519002723,0.665602772874,0.887835211361,0.791397021451,0.750838336809,0.793971488174,0.72245050744,0.800315722023,0.794801961823,0.668871295208,0.658275481008,0.80471228274,0.745050053328,0.821149470727,0.584299363967,0.869694681761,0.589589691528,0.583874855877,0.708670615254,0.808799217518,0.740117973361,0.73482937055,0.793810437326,0.763164891659,0.784262068304,0.54753002648,0.81457723421,0.802149519966,0.673099119351,0.709972817427,1.0,0.851010216085,0.784326585227,0.780016409196,0.778106998994,0.79281110221,0.804754028339,0.507966118592,0.592560129527,0.74998344006,0.487652821635,0.807253121705,0.763477654768,0.83176018451
ALL,0.908984788173,0.637211607228,0.67506406159,0.923117435955,0.967595482204,0.845952436072,0.845388878111,0.963974839549,0.811420114938,0.893076046253,0.942162381559,0.924914792595,0.958426518034,0.925243185686,0.900205430297,0.618231116648,0.883198882853,0.969700866679,0.795473852074,0.619654850104,0.943674505726,0.915070851264,0.858648401783,0.890929896449,0.921631553948,0.956693850138,0.939463232443,0.824309515745,0.777540319604,0.96921038797,0.874631907975,0.980860418521,0.662063460073,0.870747433742,0.775069927089,0.530635429726,0.876114895665,0.974734129186,0.884197215142,0.782650073141,0.905030095691,0.946971338541,0.894763500885,0.745671375908,0.873183066418,0.864176908941,0.794168899735,0.711830778457,0.851010216085,1.0,0.95112578579,0.934086058584,0.959964325515,0.923711377891,0.933576525231,0.68152754666,0.664851277621,0.848799380158,0.411303973775,0.902065350778,0.922957061939,0.959433621476
AVY,0.890138609747,0.659006262023,0.599478263493,0.94779301308,0.94258457422,0.873203312615,0.823049647984,0.954326407851,0.785432714483,0.927761843236,0.891077337635,0.920116125564,0.9292180153,0.932443457507,0.915231736902,0.66257741007,0.848033659005,0.935281761207,0.785750780521,0.599098023364,0.939912328116,0.898933682013,0.843605453962,0.86676213186,0.912045514378,0.983719158577,0.934609532859,0.866603822566,0.640187309733,0.960410050256,0.822288233733,0.963758716276,0.71488072004,0.85555655508,0.856278496092,0.468350748959,0.842345299238,0.974212380908,0.883465210838,0.770750890721,0.91894892042,0.948120116989,0.899809794397,0.794285098445,0.85692399946,0.82754217001,0.807075852332,0.644172631708,0.784326585227,0.95112578579,1.0,0.929787135192,0.927324987496,0.851741636069,0.914176626318,0.632209049804,0.664155133696,0.894177925691,0.476078244712,0.911577266043,0.904023701949,0.931886867376
BLL,0.800323213095,0.601844966596,0.620126895539,0.951873862771,0.90107092786,0.817028261537,0.71728800488,0.920829905316,0.684675222236,0.865970831008,0.876845572036,0.930889568243,0.862843598305,0.832035117373,0.857000340014,0.463075618956,0.773901226432,0.911120987364,0.756803153257,0.470451792539,0.919702866895,0.887868104003,0.832033815575,0.769210482859,0.901639428577,0.937124039666,0.946114669748,0.765397420471,0.649025511322,0.951243782786,0.75967876348,0.929810830126,0.661978710233,0.81811360867,0.737001663065,0.481613651612,0.744894760115,0.966501662951,0.812886815957,0.633606961565,0.869495337697,0.918566762686,0.7740257193,0.739232245798,0.799250612929,0.737303595395,0.72958008939,0.621345818944,0.780016409196,0.934086058584,0.929787135192,1.0,0.94220958575,0.8086909129,0.93594666436,0.484485769962,0.490789347727,0.840303301865,0.318447256589,0.908817190954,0.909015735067,0.889751336233
MO,0.867191356603,0.540458881654,0.687795717299,0.921425935664,0.92320178283,0.785695337793,0.777450337391,0.936366750354,0.788700389556,0.875446342955,0.947695819273,0.893899000152,0.902710235175,0.891640961759,0.836279222099,0.540481298996,0.839990890095,0.933527083146,0.730926281977,0.556013918951,0.907754029512,0.905213613572,0.824069703591,0.862348573561,0.941062218789,0.923053588061,0.929739847085,0.806676441237,0.74050969611,0.951981980268,0.798341394072,0.950113458123,0.603911326956,0.759201884887,0.755327483619,0.461776767529,0.839680418909,0.962436149754,0.833128867416,0.709008807186,0.838567421543,0.926136410798,0.826020312887,0.702243220379,0.855063146226,0.806223211162,0.768001219628,0.628401321027,0.778106998994,0.959964325515,0.927324987496,0.94220958575,1.0,0.893665901407,0.916043043749,0.651649955408,0.522700908679,0.81970473658,0.327148201027,0.880339498255,0.904077580558,0.919906469895
MMM,0.931612665714,0.595297276884,0.622075471102,0.803976819312,0.934354926221,0.781310942369,0.894171342221,0.902791272634,0.777139493463,0.838809755115,0.880718327871,0.870428396061,0.936481789738,0.917921114913,0.821243133819,0.675261800127,0.925154338258,0.949134562213,0.729444217846,0.741571157302,0.859386722453,0.887039160312,0.839343164662,0.891720392445,0.870626202273,0.846588503112,0.841437434655,0.790632584593,0.728241497991,0.890515701228,0.896736431425,0.915775112156,0.624559436009,0.782241983917,0.721072805007,0.559275491197,0.924775286066,0.870623454119,0.842154645861,0.843128743478,0.861458409845,0.840475121663,0.908933101989,0.741927326639,0.895466839715,0.908547830243,0.846758635953,0.814317952571,0.79281110221,0.923711377891,0.851741636069,0.8086909129,0.893665901407,1.0,0.877905351772,0.750828283512,0.640919516093,0.784084440994,0.508383562907,0.830845767516,0.862037571728,0.948259790191
APH,0.81262855666,0.583028658249,0.582263653668,0.943704345071,0.899516391159,0.788701453848,0.734335829557,0.948125996923,0.714541577951,0.864750625401,0.883452686186,0.960693493354,0.883700850218,0.831257581762,0.910187619534,0.519883706583,0.806985587711,0.931819604461,0.759529394069,0.575579222332,0.882046429393,0.930629179417,0.825925652227,0.758997379558,0.935664773779,0.914676092317,0.888144104074,0.715095908789,0.628922374968,0.959824949634,0.771352239502,0.946129241712,0.785537368451,0.837318685499,0.807381174838,0.492711439185,0.758015063081,0.955384996471,0.795906735125,0.686427175803,0.913246790791,0.901409141517,0.82845720405,0.780221905693,0.864053919801,0.797630656821,0.791277088747,0.657573029876,0.804754028339,0.933576525231,0.914176626318,0.93594666436,0.916043043749,0.877905351772,1.0,0.533302973121,0.453350641358,0.873207995723,0.433503287613,0.932863209294,0.958339075815,0.900958067556
AVB,0.703995984925,0.457030026547,0.612926413783,0.576004986979,0.691605754612,0.580489906335,0.712510021943,0.663156661823,0.830233373089,0.702735138017,0.707082143437,0.53625023302,0.738130524829,0.744371060154,0.542453269347,0.766803463214,0.720575307076,0.665410734311,0.490600399751,0.572394602037,0.59394545273,0.567321562265,0.647922304988,0.776614119563,0.567118096152,0.641726693405,0.616994727576,0.572208263569,0.654416248702,0.665649370129,0.7806668669,0.697903498208,0.385682480801,0.491520057303,0.680784240648,0.392930278251,0.736071083829,0.623521508228,0.743855554394,0.770347414447,0.600874725831,0.681825085961,0.792257817183,0.501252395601,0.667583539254,0.753623748742,0.675240624233,0.474938203635,0.507966118592,0.68152754666,0.632209049804,0.484485769962,0.651649955408,0.750828283512,0.533302973121,1.0,0.66923597618,0.628685896577,0.517699939928,0.514686566252,0.62816938476,0.724217179537
ARG,0.755520835576,0.629390229213,0.399870969959,0.468709872993,0.720957708888,0.598844622963,0.805794976346,0.599795235483,0.579517599708,0.648231494117,0.568637570787,0.517649484105,0.742326577484,0.783686872302,0.604071105496,0.788084943773,0.750425758011,0.66641021063,0.646104782837,0.548688451523,0.677486712997,0.526251606563,0.603288601864,0.767447534053,0.479490531643,0.648283212026,0.634719475706,0.743747218403,0.570428075046,0.586832673323,0.837849067392,0.640486387528,0.397556433895,0.706163675282,0.455334978782,0.555930106048,0.746001364497,0.581581523169,0.7837660086,0.794400805578,0.592045095883,0.596606474685,0.758689230144,0.436350973897,0.567270838418,0.755215307902,0.570679027685,0.593667225583,0.592560129527,0.664851277621,0.664155133696,0.490789347727,0.522700908679,0.640919516093,0.453350641358,0.66923597618,1.0,0.56747082752,0.553581849709,0.514062394518,0.524517308871,0.736376274951
APC,0.774601856539,0.576843563527,0.598256213433,0.888063826556,0.874126756076,0.732060729375,0.73319066644,0.872599112118,0.747061076272,0.859007626269,0.813985388955,0.862857313731,0.812602146292,0.818688696843,0.817658178014,0.576730128442,0.718646318082,0.836140851407,0.810720665292,0.5423185235,0.830828512443,0.838415145395,0.772257815259,0.787262489299,0.788716424533,0.89321076791,0.86058651582,0.672066833887,0.61152335751,0.894245491486,0.791863945827,0.89784512972,0.839731883678,0.824099098029,0.817056339374,0.611973603264,0.675830767203,0.87986315663,0.809563584375,0.660929988539,0.875012847396,0.872576590865,0.82545282478,0.713054607199,0.732483412725,0.815031082027,0.775397796446,0.553976610942,0.74998344006,0.848799380158,0.894177925691,0.840303301865,0.81970473658,0.784084440994,0.873207995723,0.628685896577,0.56747082752,1.0,0.733978105964,0.811442367762,0.872417738884,0.841189229003
APA,0.501844425115,0.374375610901,0.275801182149,0.38495639365,0.52879844146,0.339232933052,0.561101009562,0.453830614733,0.456641263272,0.489132819477,0.401072618608,0.430804144738,0.457292061314,0.539768332423,0.420388686839,0.547275568458,0.448912116748,0.473336862829,0.573403696504,0.475207292658,0.435205515255,0.449777268699,0.440107152219,0.524179722312,0.307175460555,0.460678954314,0.429583919317,0.371071288317,0.30734629867,0.45102273449,0.611578583638,0.483836664699,0.686182348358,0.531116998372,0.484202411568,0.652638990758,0.384654972383,0.404971811053,0.494432494086,0.523651702898,0.540131469508,0.414511676902,0.583171826705,0.402952462535,0.397423598357,0.644178540287,0.521661248711,0.395262271727,0.487652821635,0.411303973775,0.476078244712,0.318447256589,0.327148201027,0.508383562907,0.433503287613,0.517699939928,0.553581849709,0.733978105964,1.0,0.38759107114,0.445894998765,0.504024386113
ALTR,0.811770509141,0.626318297478,0.54403211253,0.884484440062,0.877484862466,0.802910989253,0.750276182559,0.918673752723,0.668612014703,0.832331980405,0.831023714498,0.92911631101,0.859899154186,0.83685072991,0.869406815842,0.548938035773,0.811667323884,0.939793125287,0.732002246252,0.594593069761,0.880971180776,0.891562355174,0.831116989244,0.781945233637,0.858772351083,0.937139756327,0.900984879643,0.739461262723,0.652556698723,0.921844383124,0.75526207745,0.899179539363,0.679651507197,0.845082149024,0.838085548279,0.470752315901,0.775851665274,0.922524503182,0.786644677079,0.6673149928,0.871472784444,0.876727279705,0.860686812907,0.815440794292,0.849400186796,0.75455242882,0.814786103515,0.694500265908,0.807253121705,0.902065350778,0.911577266043,0.908817190954,0.880339498255,0.830845767516,0.932863209294,0.514686566252,0.514062394518,0.811442367762,0.38759107114,1.0,0.888833878326,0.889051145289
APD,0.806070204291,0.538686616011,0.66667637786,0.921500201568,0.87680308102,0.773748994662,0.712812192427,0.914875553492,0.710294310028,0.920338317287,0.886083555131,0.923685168175,0.892801841543,0.831185085679,0.890641923975,0.575608488499,0.827726887633,0.913426182838,0.720281070433,0.518134133419,0.8543833366,0.873030851879,0.807435514395,0.768143504709,0.899300489491,0.892214072838,0.889743870793,0.69647245865,0.681692040977,0.954770267799,0.813429308968,0.93280363755,0.751422865149,0.81911525989,0.787782388227,0.448982657299,0.750057683843,0.934768664566,0.850990303674,0.708147043648,0.918605708913,0.908943498124,0.82744005424,0.744862331655,0.878250045822,0.814595280683,0.772723770957,0.61183506425,0.763477654768,0.922957061939,0.904023701949,0.909015735067,0.904077580558,0.862037571728,0.958339075815,0.62816938476,0.524517308871,0.872417738884,0.445894998765,0.888833878326,1.0,0.909765176023
T,0.945707771251,0.726612515321,0.639787660205,0.879204869675,0.968760257313,0.829118330688,0.92047658831,0.956155616355,0.756208591226,0.921446868785,0.897384083605,0.923594478231,0.976923769709,0.966847103011,0.889650959221,0.735409169703,0.95724977946,0.977500572601,0.810172552675,0.718279336724,0.941526298421,0.910248100976,0.890655727986,0.918952474955,0.889499732099,0.926746649941,0.936629986921,0.873284674793,0.712626875565,0.952893934478,0.939375616295,0.966684900695,0.641034304566,0.860227742788,0.75887412076,0.590075003312,0.920315631536,0.939319659132,0.946282579215,0.876318947989,0.895335869216,0.908904064651,0.929333644799,0.746251225226,0.913904701449,0.916370271605,0.863844983938,0.750854583289,0.83176018451,0.959433621476,0.931886867376,0.889751336233,0.919906469895,0.948259790191,0.900958067556,0.724217179537,0.736376274951,0.841189229003,0.504024386113,0.889051145289,0.909765176023,1.0
